Age,Years at address,Employment status,Country,Current debt,Income,Own home,CCJs,Loan amount,Outcome
34,10,Self Employed,UK,290,10500,Own,3,7302,Defaulted
42,16,Self Employed,UK,6180,40500,Mortgage,0,39355,Paid
58,12,Unemployed,UK,160,41500,Own,3,8013,Defaulted
75,40,Self Employed,UK,670,50000,Mortgage,3,20079,Paid
82,54,Employed,UK,5490,42000,Own,0,10323,Defaulted
48,16,Self Employed,UK,960,54500,Own,2,49584,Defaulted
32,6,Self Employed,UK,5070,37000,Own,2,15645,Defaulted
58,28,Unemployed,UK,6430,49000,Rent,0,21061,Paid
76,9,Self Employed,UK,3490,39500,Own,0,18971,Defaulted
35,6,Unemployed,UK,6560,48000,Own,1,2325,Defaulted
33,4,Employed,UK,2530,20500,Own,0,5906,Defaulted
52,19,Employed,UK,100,52500,Mortgage,1,3567,Paid
39,6,Employed,UK,4660,53500,Rent,3,26956,Defaulted
32,4,Self Employed,UK,870,38000,Own,0,7548,Defaulted
86,11,Unemployed,UK,1990,24000,Mortgage,2,305,Paid
75,11,Self Employed,UK,2670,42500,Own,1,34252,Defaulted
75,58,Self Employed,UK,6540,33000,Mortgage,0,5940,Paid
18,1,Employed,UK,1080,34500,Own,1,18744,Paid
84,32,Self Employed,UK,130,30500,Own,0,22435,Defaulted
85,28,Unemployed,UK,1640,52500,Own,0,29580,Paid
39,20,Self Employed,UK,1830,7000,Own,0,3177,Paid
24,5,Self Employed,UK,1140,49500,Rent,0,28954,Paid
19,2,Employed,UK,3620,54000,Mortgage,1,24676,Paid
51,12,Self Employed,UK,6460,21500,Mortgage,1,5564,Defaulted
33,16,Self Employed,UK,1180,40500,Own,2,36618,Defaulted
40,9,Self Employed,UK,3770,51000,Own,3,35981,Defaulted
66,3,Self Employed,UK,6210,26000,Own,2,12092,Defaulted
65,11,Unemployed,UK,1030,48500,Own,0,21953,Paid
17,1,Self Employed,UK,2990,41000,Mortgage,0,31036,Defaulted
69,32,Self Employed,UK,7760,48500,Own,1,3393,Paid
58,3,Unemployed,UK,9610,19000,Mortgage,3,4344,Paid
27,7,Self Employed,UK,620,47500,Own,0,30003,Paid
70,39,Self Employed,UK,4750,12000,Own,1,10637,Defaulted
19,2,Unemployed,UK,2110,50000,Mortgage,2,46825,Defaulted
59,7,Self Employed,UK,10,11500,Own,2,8835,Defaulted
58,13,Self Employed,UK,4870,53000,Mortgage,3,35785,Defaulted
85,66,Self Employed,UK,6440,46000,Own,0,1647,Paid
73,5,Unemployed,UK,8140,13000,Own,1,6887,Paid
45,28,Employed,UK,2930,50000,Own,2,16619,Paid
62,13,Self Employed,UK,450,45000,Mortgage,0,10983,Paid
76,11,Self Employed,UK,260,54000,Own,0,11380,Paid
33,2,Employed,UK,450,32000,Own,1,16559,Paid
36,7,Self Employed,UK,4290,20000,Mortgage,0,7358,Paid
36,2,Self Employed,UK,80,39000,Own,0,9827,Defaulted
36,12,Unemployed,UK,8990,44000,Rent,0,4339,Defaulted
47,19,Self Employed,UK,480,40500,Own,3,17164,Defaulted
46,6,Unemployed,UK,820,52000,Own,3,12027,Defaulted
65,37,Self Employed,UK,6500,54500,Mortgage,1,9836,Paid
66,5,Self Employed,UK,360,52000,Own,1,47804,Defaulted
61,30,Self Employed,UK,8450,40000,Mortgage,3,38158,Defaulted
85,49,Self Employed,UK,3030,21500,Own,0,354,Paid
31,10,Self Employed,UK,1720,40500,Mortgage,2,11535,Paid
37,18,Unemployed,UK,110,49000,Own,0,37723,Defaulted
74,53,Employed,UK,2580,17000,Mortgage,2,16826,Defaulted
40,6,Self Employed,UK,440,9000,Rent,1,6704,Defaulted
85,4,Employed,UK,4340,38000,Own,0,1613,Paid
39,18,Self Employed,UK,4790,51500,Mortgage,3,1640,Defaulted
74,56,Unemployed,UK,0,31000,Own,1,22692,Paid
76,18,Self Employed,UK,1600,52000,Own,2,15689,Defaulted
69,5,Employed,UK,70,54000,Mortgage,0,48085,Defaulted
25,8,Unemployed,UK,8060,27000,Rent,3,11184,Defaulted
63,8,Self Employed,UK,3200,48000,Mortgage,0,6803,Paid
56,12,Employed,UK,0,54500,Own,0,8458,Paid
33,4,Unemployed,UK,510,39000,Own,1,37240,Paid
25,2,Self Employed,UK,400,12500,Own,0,5037,Paid
83,56,Unemployed,UK,3170,38500,Mortgage,0,10089,Paid
63,1,Unemployed,UK,5790,40500,Rent,0,8089,Paid
22,1,Self Employed,UK,8160,37500,Own,1,22891,Defaulted
20,1,Employed,UK,3460,14000,Own,1,13546,Paid
19,2,Self Employed,UK,6050,23500,Own,1,14971,Paid
74,47,Employed,UK,6040,37500,Rent,3,35539,Defaulted
81,21,Self Employed,UK,90,38500,Own,0,3485,Paid
53,35,Unemployed,UK,3330,29000,Own,0,20759,Paid
46,24,Employed,UK,400,26500,Own,1,12921,Paid
66,31,Self Employed,UK,10,23000,Own,2,8560,Paid
51,26,Employed,UK,730,35000,Own,0,30987,Paid
83,65,Unemployed,UK,2570,18500,Mortgage,1,18319,Defaulted
50,11,Self Employed,UK,3950,27500,Own,1,21509,Paid
37,15,Self Employed,UK,7870,19500,Mortgage,2,18982,Defaulted
32,2,Self Employed,UK,2070,49500,Mortgage,1,14940,Paid
29,9,Unemployed,UK,9410,42500,Own,0,23442,Defaulted
34,16,Self Employed,UK,7680,41500,Rent,0,32427,Paid
38,13,Employed,UK,2830,52500,Mortgage,1,33619,Paid
82,62,Self Employed,UK,0,54000,Mortgage,0,5485,Paid
80,41,Employed,UK,5840,39000,Mortgage,2,21823,Paid
86,43,Employed,UK,2410,44500,Own,1,34243,Paid
40,20,Employed,UK,1480,54500,Mortgage,0,3974,Paid
83,1,Self Employed,UK,5990,34500,Mortgage,0,15279,Defaulted
75,45,Unemployed,UK,1770,45000,Own,1,677,Paid
89,40,Unemployed,UK,220,42000,Rent,1,10696,Paid
68,36,Unemployed,UK,9510,50000,Rent,2,49704,Defaulted
85,26,Self Employed,UK,4590,44000,Own,0,39212,Defaulted
31,6,Self Employed,UK,1040,37500,Mortgage,1,24537,Paid
37,6,Self Employed,UK,8150,47000,Own,0,27239,Defaulted
85,37,Employed,UK,1060,16000,Own,2,6121,Defaulted
54,2,Self Employed,UK,6500,53500,Own,0,48427,Paid
63,33,Self Employed,UK,80,35000,Mortgage,1,15832,Paid
63,42,Unemployed,UK,2700,42500,Mortgage,3,18470,Defaulted
49,17,Unemployed,UK,2110,32000,Own,2,30312,Defaulted
41,19,Unemployed,UK,2940,32500,Mortgage,2,7559,Defaulted
52,20,Self Employed,UK,2310,23500,Own,2,14845,Defaulted
49,29,Employed,UK,3260,50000,Own,2,3618,Defaulted
71,37,Employed,UK,6880,37500,Own,2,27937,Paid
89,4,Unemployed,UK,8750,42000,Own,1,19958,Defaulted
69,4,Unemployed,UK,1780,23500,Own,2,385,Defaulted
23,3,Self Employed,UK,2440,44000,Own,0,1381,Defaulted
37,5,Self Employed,UK,4780,23000,Mortgage,2,7697,Defaulted
77,55,Unemployed,UK,3370,32000,Own,0,25140,Paid
63,46,Self Employed,UK,2490,50500,Own,2,16804,Defaulted
37,17,Self Employed,UK,1350,21000,Own,0,3755,Defaulted
49,14,Employed,UK,8250,38000,Mortgage,2,32912,Defaulted
78,25,Self Employed,UK,4350,34500,Mortgage,3,31999,Defaulted
52,13,Unemployed,UK,5170,14500,Own,1,5773,Paid
82,22,Self Employed,UK,3660,30500,Own,0,16284,Defaulted
58,35,Unemployed,UK,670,43500,Mortgage,1,41702,Paid
65,28,Self Employed,UK,290,54500,Mortgage,0,7246,Defaulted
57,38,Self Employed,UK,5960,35000,Mortgage,1,21956,Paid
88,7,Self Employed,UK,6970,50000,Mortgage,3,43467,Defaulted
41,3,Employed,UK,80,3000,Own,1,2790,Paid
70,6,Employed,UK,8330,48000,Mortgage,0,41251,Defaulted
76,35,Self Employed,UK,1140,37000,Mortgage,1,25478,Paid
32,5,Unemployed,UK,310,54500,Own,2,30314,Defaulted
63,18,Unemployed,UK,2350,48000,Mortgage,1,46727,Paid
26,4,Unemployed,UK,7540,46000,Mortgage,3,37419,Paid
88,40,Self Employed,UK,5290,24000,Own,0,163,Paid
69,31,Self Employed,UK,770,37500,Own,2,36332,Defaulted
88,37,Unemployed,UK,3350,36000,Mortgage,2,19773,Defaulted
51,6,Employed,UK,110,25500,Own,2,24770,Defaulted
21,3,Employed,UK,300,36500,Own,0,19323,Paid
66,29,Unemployed,UK,130,31500,Rent,2,17150,Defaulted
85,45,Self Employed,UK,2170,51000,Mortgage,1,43748,Paid
82,11,Self Employed,UK,2320,39000,Mortgage,0,17963,Paid
29,3,Employed,UK,100,45000,Rent,3,37642,Defaulted
33,8,Employed,UK,2390,54500,Own,1,6014,Paid
24,5,Self Employed,UK,2790,37500,Mortgage,3,31316,Defaulted
19,2,Self Employed,UK,60,26500,Own,0,22540,Paid
20,2,Employed,UK,30,46500,Mortgage,2,31881,Defaulted
33,11,Self Employed,UK,8850,32000,Own,3,15627,Defaulted
24,6,Employed,UK,110,54500,Rent,0,37833,Paid
69,25,Employed,UK,7140,48500,Mortgage,1,22618,Defaulted
83,28,Self Employed,UK,50,34500,Own,0,20386,Paid
28,10,Unemployed,UK,7330,51500,Rent,1,14633,Paid
54,20,Self Employed,UK,1750,38000,Own,3,30248,Defaulted
59,36,Retired,UK,140,50000,Mortgage,0,14904,Defaulted
39,10,Self Employed,UK,2920,44000,Mortgage,1,36080,Defaulted
53,9,Self Employed,UK,7290,54000,Own,0,30353,Paid
40,23,Unemployed,UK,0,51500,Own,0,10149,Paid
82,43,Self Employed,UK,4130,27000,Own,3,23219,Defaulted
26,3,Self Employed,UK,150,39000,Mortgage,3,32534,Defaulted
46,3,Self Employed,UK,9300,11000,Mortgage,0,3282,Defaulted
19,2,Self Employed,UK,5360,30000,Mortgage,1,1674,Defaulted
68,5,Self Employed,UK,2990,44000,Own,2,3324,Defaulted
44,3,Unemployed,UK,6000,52500,Own,0,23593,Paid
52,12,Employed,UK,4950,51500,Own,0,17685,Paid
81,40,Self Employed,UK,30,44500,Rent,0,28336,Paid
65,21,Employed,UK,3320,25500,Own,0,3124,Paid
82,21,Employed,UK,40,29500,Own,0,13352,Paid
73,31,Self Employed,UK,4440,54000,Mortgage,1,28768,Paid
53,33,Self Employed,UK,7910,35000,Own,0,5222,Paid
18,1,Self Employed,UK,60,37000,Mortgage,1,33398,Paid
66,8,Unemployed,UK,1310,34500,Own,2,30824,Defaulted
41,10,Unemployed,UK,2610,10500,Own,1,7318,Paid
62,9,Unemployed,UK,1160,35500,Own,0,25811,Paid
66,26,Self Employed,UK,1750,46000,Mortgage,1,1115,Paid
52,32,Employed,UK,2370,35000,Own,3,28963,Paid
17,1,Self Employed,UK,110,54000,Mortgage,1,11315,Paid
21,2,Unemployed,UK,4040,50000,Rent,1,49997,Defaulted
28,10,Self Employed,UK,9150,48500,Mortgage,0,37417,Defaulted
40,5,Self Employed,UK,3880,37500,Own,3,7001,Paid
50,11,Self Employed,UK,520,47500,Mortgage,3,28760,Defaulted
77,16,Unemployed,UK,3760,25000,Own,0,16441,Paid
79,27,Employed,UK,5060,29000,Rent,0,24701,Paid
58,10,Employed,UK,3240,25500,Rent,0,11223,Paid
53,22,Employed,UK,6160,30500,Own,1,16014,Defaulted
25,7,Self Employed,UK,3540,37000,Mortgage,0,26393,Paid
78,52,Unemployed,UK,9900,25500,Mortgage,3,10864,Defaulted
79,32,Unemployed,UK,3450,29000,Own,0,26338,Paid
79,24,Self Employed,UK,1090,46000,Own,2,41195,Defaulted
55,25,Unemployed,UK,6130,41500,Mortgage,0,7140,Paid
63,4,Unemployed,UK,2470,11500,Own,0,11215,Defaulted
62,7,Unemployed,UK,1310,48000,Mortgage,0,45557,Defaulted
56,7,Self Employed,UK,5730,50500,Own,1,47662,Paid
61,31,Self Employed,UK,2000,47500,Own,1,923,Paid
24,5,Employed,UK,350,22500,Rent,0,9370,Defaulted
66,1,Self Employed,UK,3220,22000,Own,0,7495,Paid
18,1,Unemployed,UK,1450,39500,Mortgage,0,33385,Paid
69,20,Employed,UK,80,32000,Mortgage,0,30527,Paid
28,11,Unemployed,UK,830,54500,Own,1,11843,Paid
47,12,Self Employed,UK,750,41500,Mortgage,2,7464,Paid
39,12,Self Employed,UK,60,19000,Own,1,2177,Paid
65,42,Self Employed,UK,7260,31500,Own,0,5186,Defaulted
20,3,Unemployed,UK,670,38000,Rent,1,5700,Defaulted
53,36,Unemployed,UK,7600,20500,Own,0,13542,Paid
62,9,Unemployed,UK,20,51000,Own,1,7262,Defaulted
39,1,Self Employed,UK,2840,35000,Own,1,20712,Paid
55,33,Self Employed,UK,4200,40500,Own,0,17511,Paid
79,4,Unemployed,UK,1710,30500,Rent,0,23595,Paid
41,18,Unemployed,UK,0,41500,Rent,3,17037,Defaulted
88,49,Unemployed,UK,5700,49500,Mortgage,2,34643,Paid
46,27,Self Employed,UK,90,48500,Own,0,30037,Paid
41,2,Self Employed,UK,9770,43500,Own,1,19325,Defaulted
88,42,Employed,UK,0,21500,Own,0,8644,Paid
30,13,Self Employed,UK,570,42500,Own,3,38962,Defaulted
35,17,Employed,UK,9540,29500,Own,0,29433,Defaulted
29,6,Self Employed,UK,140,48500,Own,0,39432,Paid
45,2,Unemployed,UK,1630,47000,Mortgage,1,8332,Paid
62,9,Self Employed,UK,3880,18000,Rent,2,16683,Defaulted
34,2,Self Employed,UK,9450,45000,Mortgage,0,20978,Defaulted
27,7,Employed,UK,1050,31000,Rent,1,14644,Paid
83,2,Self Employed,UK,6760,21000,Own,0,16895,Paid
25,3,Unemployed,UK,6430,28000,Mortgage,2,6734,Defaulted
22,3,Employed,UK,30,25000,Own,3,19124,Defaulted
37,6,Unemployed,UK,850,47500,Mortgage,2,39889,Defaulted
76,11,Self Employed,UK,7150,34000,Rent,2,2521,Paid
75,32,Self Employed,UK,560,11500,Own,0,3463,Paid
70,38,Self Employed,UK,270,48000,Own,2,8798,Paid
18,1,Unemployed,UK,4100,25000,Mortgage,0,13548,Defaulted
50,2,Self Employed,UK,2390,48000,Own,1,2606,Paid
73,45,Employed,UK,4090,53000,Mortgage,2,43116,Defaulted
19,1,Self Employed,UK,7520,54000,Mortgage,3,22842,Defaulted
78,2,Self Employed,UK,30,31500,Mortgage,3,7854,Paid
41,4,Self Employed,UK,50,19000,Mortgage,0,5342,Paid
17,1,Self Employed,UK,4620,35500,Mortgage,0,26342,Paid
26,6,Self Employed,UK,120,26000,Own,2,7207,Defaulted
47,9,Unemployed,UK,3180,16000,Mortgage,3,2051,Paid
27,2,Unemployed,UK,4330,51500,Rent,0,48659,Paid
25,1,Self Employed,UK,6440,49500,Own,2,16075,Defaulted
79,40,Employed,UK,3140,38000,Rent,2,31641,Defaulted
20,1,Employed,UK,7180,28500,Own,1,15795,Paid
32,6,Employed,UK,1560,43000,Own,0,293,Paid
43,23,Unemployed,UK,9530,50000,Own,0,6378,Defaulted
36,2,Self Employed,UK,60,36000,Own,1,8423,Paid
65,27,Self Employed,UK,640,44000,Own,1,20039,Paid
29,3,Self Employed,UK,5240,27000,Own,0,20750,Paid
62,32,Employed,UK,7080,45500,Rent,1,29575,Paid
44,24,Self Employed,UK,270,48500,Mortgage,0,11573,Defaulted
49,6,Self Employed,UK,6010,33500,Mortgage,1,27607,Paid
66,17,Self Employed,UK,9040,36000,Own,1,16173,Paid
67,22,Unemployed,UK,3530,54500,Mortgage,0,54455,Paid
67,36,Unemployed,UK,3260,35500,Mortgage,1,10021,Paid
67,3,Self Employed,UK,520,35000,Mortgage,0,23732,Defaulted
49,1,Self Employed,UK,2690,31500,Rent,0,23186,Defaulted
45,10,Self Employed,UK,2490,49000,Rent,0,16629,Paid
32,1,Unemployed,UK,1240,51000,Own,2,30207,Defaulted
86,50,Employed,UK,820,26500,Mortgage,0,4238,Paid
63,15,Employed,UK,3230,30000,Mortgage,2,17591,Paid
46,3,Self Employed,UK,3010,24000,Own,2,4666,Defaulted
78,12,Self Employed,UK,9480,30000,Own,2,4156,Defaulted
72,53,Unemployed,UK,2590,23000,Own,2,12712,Defaulted
61,13,Self Employed,UK,510,40000,Own,0,26089,Paid
25,5,Unemployed,UK,2690,49000,Own,3,15549,Paid
77,43,Unemployed,UK,2260,49000,Mortgage,2,26195,Paid
41,16,Unemployed,UK,6570,22000,Own,0,12609,Defaulted
30,7,Self Employed,UK,2330,52000,Rent,1,17716,Paid
38,7,Unemployed,UK,1490,38500,Rent,1,3415,Paid
56,20,Unemployed,UK,0,12000,Own,3,10164,Defaulted
20,1,Self Employed,Germany,410,27500,Own,2,11059,Defaulted
58,32,Self Employed,UK,3220,32500,Own,2,16150,Defaulted
73,15,Unemployed,UK,6050,48000,Own,2,20937,Defaulted
38,6,Unemployed,UK,3630,49000,Own,2,41842,Paid
55,8,Self Employed,UK,840,44500,Own,0,43055,Paid
62,21,Unemployed,UK,480,31500,Mortgage,3,25036,Defaulted
62,6,Unemployed,UK,5370,37500,Mortgage,0,21305,Paid
83,20,Unemployed,UK,650,46500,Own,0,42450,Paid
48,5,Self Employed,UK,8300,17500,Own,0,6235,Defaulted
64,30,Unemployed,UK,400,50500,Own,1,18285,Paid
60,2,Self Employed,UK,0,51000,Rent,3,25219,Defaulted
38,6,Self Employed,UK,10,49000,Mortgage,1,23169,Paid
71,22,Unemployed,UK,900,45000,Mortgage,0,7473,Paid
49,24,Unemployed,UK,930,39000,Rent,0,27806,Paid
73,8,Self Employed,UK,150,16500,Mortgage,0,12772,Paid
46,27,Self Employed,UK,20,39500,Own,0,9479,Paid
60,4,Self Employed,UK,2900,22500,Own,1,15725,Paid
24,7,Self Employed,UK,5130,38000,Own,0,35911,Paid
34,5,Unemployed,UK,6530,41500,Own,2,6874,Paid
52,2,Employed,UK,930,32500,Own,0,5412,Paid
42,3,Self Employed,UK,10,49000,Own,0,3835,Defaulted
